timestamp,red,green,blue
1783104503.486653,56,130,419
1783104503.8488672,57,130,415
1783104504.2105808,57,134,414
1783104504.5726275,57,124,417
1783104504.9345324,58,134,391
1783104505.2960222,57,134,405
1783104505.6575065,58,134,415
1783104506.019041,58,134,415
1783104506.3805435,57,134,416
1783104506.7420216,58,134,402
