timestamp,red,green,blue
1779302555.3304977,143,125,395
1779302555.6925101,148,137,417
1779302556.0540435,156,139,422
1779302556.4155948,154,141,424
1779302556.7772684,156,143,428
1779302557.1387787,157,144,431
1779302557.5004435,161,144,435
1779302557.862112,168,146,445
1779302558.22377,167,147,443
1779302558.5854075,170,147,448
