timestamp,red,green,blue
1779308092.238208,1589,721,2579
1779308092.6000965,1649,688,2527
1779308092.961697,1659,705,2554
1779308093.3232043,1605,700,2559
1779308093.6848464,1651,711,2562
1779308094.0464616,1638,713,2559
1779308094.4078808,1646,716,2552
1779308094.7692866,1638,715,2539
1779308095.1306875,1637,713,2549
1779308095.4920843,1644,717,2552
