timestamp,red,green,blue
1779307782.529443,1769,821,2912
1779307782.891113,1857,822,2897
1779307783.2527504,1858,827,2828
1779307783.614485,1810,825,2896
1779307783.975971,1866,820,2909
1779307784.3380232,1874,824,2904
1779307784.6994877,1871,824,2847
1779307785.061013,1867,824,2910
1779307785.4224927,1868,827,2893
1779307785.7841473,1806,827,2794
