timestamp,red,green,blue
1779305777.8052423,9779,6748,10260
1779305778.1670797,8351,7205,7866
1779305778.528926,11506,7840,9100
1779305778.8908658,7805,8004,9362
1779305779.2524843,11211,8199,10771
1779305779.6145606,12143,8276,11026
1779305779.976224,12100,8275,10786
1779305780.3378415,12129,8243,11364
1779305780.7006917,12063,7690,11319
1779305781.0622652,12115,8088,11565
