timestamp,red,green,blue
1779306481.6064212,4581,2370,8235
1779306481.9678767,4456,2372,7932
1779306482.3292937,4540,2364,7948
1779306482.6907132,4510,2368,7900
1779306483.052163,4588,2368,7254
1779306483.416862,4475,2374,8133
1779306483.7784286,4245,2018,6470
1779306484.140295,4410,1999,7500
1779306484.501846,4460,2343,7904
1779306484.8634107,4536,2356,8023
