timestamp,red,green,blue
1779307968.3574045,1722,749,2742
1779307968.7188444,1726,714,2632
1779307969.0804813,1715,752,2510
1779307969.4423132,1624,747,2659
1779307969.8037398,1736,758,2730
1779307970.1651106,1735,758,2731
1779307970.526506,1722,756,2728
1779307970.8879166,1734,756,2723
1779307971.24932,1659,758,2732
1779307971.6107395,1718,758,2734
