timestamp,red,green,blue
1779306605.4860451,3816,2022,7106
1779306605.847463,3883,1903,6860
1779306606.212844,3923,2025,7064
1779306606.5754454,3874,2021,6699
1779306606.9370403,3868,1954,6548
1779306607.2986417,3797,2024,6955
1779306607.660046,3899,2020,6977
1779306608.021454,3889,2019,6993
1779306608.3836756,3896,2023,6997
1779306608.7450984,3916,2030,7035
