timestamp,red,green,blue
1779305924.1312423,9438,5717,18193
1779305924.493546,9516,5435,17836
1779305924.857205,7923,4494,13639
1779305925.2197664,6865,5625,17832
1779305925.5813255,9278,5574,17692
1779305925.9429832,9313,5504,17328
1779305926.3047175,9277,5370,17744
1779305926.6664078,9495,5676,17831
1779305927.0279624,9478,5138,17129
1779305927.3895833,8426,5492,16774
