timestamp,red,green,blue
1779307224.9477518,2274,1149,4033
1779307225.3092415,2388,1143,3989
1779307225.6707723,2397,1147,3935
1779307226.0321932,2384,1140,4013
1779307226.39446,2377,987,3442
1779307226.7571046,2116,987,3736
1779307227.118886,2317,1109,3415
1779307227.48128,2301,1133,3962
1779307227.8430836,2273,1074,3410
1779307228.2049255,1950,1076,3669
