timestamp,red,green,blue
1779306853.24915,3098,1534,5483
1779306853.6106975,3079,1467,5319
1779306853.9723427,3120,1529,5380
1779306854.333919,2978,1339,4956
1779306854.6955411,3018,1542,5335
1779306855.057303,3044,1556,5383
1779306855.4187894,3086,1545,5425
1779306855.7804544,3172,1543,5358
1779306856.141977,3149,1552,5436
1779306856.5036626,3097,1548,5407
