timestamp,red,green,blue
1779308959.3336036,1109,526,1881
1779308959.6955445,1233,475,1902
1779308960.0572562,1168,526,1881
1779308960.4209821,1006,525,1906
1779308960.7827249,1218,530,1742
1779308961.1448994,1229,531,1901
1779308961.50664,1221,530,1875
1779308961.8681502,1233,532,1917
1779308962.2297513,1234,533,1910
1779308962.5913649,1229,531,1908
