timestamp,red,green,blue
1779308401.8925111,1488,631,2311
1779308402.2539582,1494,639,2244
1779308402.6159496,1491,640,2220
1779308402.9776917,1494,642,2283
1779308403.3396323,1498,636,2256
1779308403.7014287,1429,639,2194
1779308404.0632048,1479,638,2279
1779308404.4248405,1489,640,2292
1779308404.786469,1492,642,2289
1779308405.148102,1496,640,2233
