timestamp,red,green,blue
1779306915.1771638,2790,1448,5102
1779306915.5391004,2882,1457,4995
1779306915.9011269,2890,1373,4915
1779306916.2634916,2925,1462,5070
1779306916.625024,2944,1464,5101
1779306916.9866412,2948,1460,5009
1779306917.348279,2942,1466,5089
1779306917.7097824,2937,1459,5109
1779306918.0713167,2939,1466,5056
1779306918.4329507,2946,1468,5092
