timestamp,red,green,blue
1779308773.5210986,1294,563,1993
1779308773.8825262,1316,560,1969
1779308774.2445025,1315,561,1979
1779308774.6063972,1305,561,1978
1779308774.9680521,1302,560,1976
1779308775.329464,1296,564,1960
1779308775.6908813,1300,562,1971
1779308776.0522928,1293,561,1977
1779308776.413703,1309,543,1976
1779308776.7751362,1304,557,1939
