timestamp,red,green,blue
1779308897.3844693,1241,544,1922
1779308897.7459202,1260,533,1835
1779308898.1074717,1250,542,1931
1779308898.4697964,1251,542,1923
1779308898.8312182,1264,543,1931
1779308899.1926641,1257,543,1933
1779308899.5541296,1260,543,1933
1779308899.915546,1258,547,1935
1779308900.2769732,1262,534,1876
1779308900.6384246,1263,541,1932
