timestamp,red,green,blue
1779307844.4932225,1708,801,2870
1779307844.854728,1708,790,2833
1779307845.2163224,1773,800,2854
1779307845.5780344,1720,800,2848
1779307845.9394786,1765,801,2861
1779307846.301629,1739,794,2819
1779307846.6636922,1762,797,2809
1779307847.0254092,1765,797,2862
1779307847.3870175,1771,798,2846
1779307847.7484722,1778,801,2868
