timestamp,red,green,blue
1779308711.585104,1320,572,2042
1779308711.9465332,1329,558,2025
1779308712.3081174,1318,574,2027
1779308712.6696236,1321,574,2034
1779308713.031257,1327,575,2035
1779308713.3928664,1327,575,2034
1779308713.7544732,1327,575,2034
1779308714.1161036,1329,574,1990
1779308714.477731,1326,574,2034
1779308714.8391588,1327,576,2031
