timestamp,red,green,blue
1779308339.969076,1446,651,2369
1779308340.3305068,1450,651,2358
1779308340.692126,1443,653,2355
1779308341.0536447,1443,654,2364
1779308341.415062,1459,654,2350
1779308341.7764757,1453,652,2352
1779308342.1378732,1448,652,2350
1779308342.4992845,1450,655,2335
1779308342.860704,1449,655,2354
1779308343.2221313,1423,655,2361
