timestamp,red,green,blue
1779305862.1972847,9996,5703,16930
1779305862.55909,9238,5942,17015
1779305862.9208758,10107,5770,17841
1779305863.2825863,8771,5652,17680
1779305863.6444793,9101,5283,17557
1779305864.0061262,8885,5489,17902
1779305864.3679378,9022,5473,17916
1779305864.7294695,8888,5578,17731
1779305865.0910616,9272,5797,17813
1779305865.4526613,9101,5595,17816
